EVENTID,FAILURE_STATE,FAILURE_MODE,W-FLOOD GATES,WEST BROOK DAM-LOWFLOW,EAST FORK RESV-FLOOD GATES,EAST FORK RESV-LOWFLOW,ROBBLING DAM-FLOOD GATES,ROBBLING DAM-LOWFLOW,LEWISTON LOCKS-FLOOD GATES,LEWISTON LOCKS-LOWFLOW,GALENA-FLOOD GATES,GALENA-LOWFLOW,LAVOY-TAINTER GATES,BARTON-FLOOD GATES,NAWSAUK MILLS-TAINTER GATES,NAWSAUK MILLS-LOWFLOW,LAST CHANCE DAM-FLOOD GATES
63,OPEN,UNREG,0.05,0.28,0.89,0.58,0.66,0.75,0.45,0.25,0.28,0.08,0.23,0.52,0.77,0.66
64,OPEN,UNREG,0.11,0.64,0.05,0.78,0.7,0.14,0.84,0.55,0.59,0.42,0.2,0.13,0.53,0.48
65,OPEN,UNREG,0.36,0.11,0.28,0.55,0.94,0.58,0.73,0.73,0.88,0.02,0.09,0.38,0.92,0.8
66,OPEN,UNREG,0.08,0.53,0.81,0.98,0.91,0.84,0.75,0.39,0.39,0.52,0.94,0.16,0.36,0.41
67,OPEN,UNREG,0.47,0.08,0.77,0.52,0.84,0.34,0.86,0.14,0.11,0.89,0.59,0.22,0.11,0.94
68,OPEN,UNREG,0.23,0.81,0.47,0.97,0.75,0.67,0.11,0.58,0.84,0.56,0.66,0.09,0.05,0.27
69,OPEN,UNREG,0.19,0.23,0.08,0.69,0.63,0.08,0.3,0.98,0.75,0.69,0.98,0.36,0.28,0.97
70,OPEN,UNREG,0.31,0.97,0.98,0.19,0.59,0.39,0.61,0.91,0.2,0.7,0.16,0.61,0.67,0.77
71,OPEN,UNREG,0.03,0.31,0.52,0.23,1,0.72,0.08,0.63,0.33,1,0.33,0.97,0.58,0.16
72,OPEN,UNREG,0.48,0.98,0.03,0.47,0.8,0.56,0.69,0.31,0.98,0.77,0.28,0.81,0.78,0.95
73,OPEN,UNREG,0.02,0.48,0.31,0.08,0.83,0.94,0.63,0.19,0.69,0.63,0.47,0.75,0.55,0.42
74,OPEN,UNREG,0.45,0.78,0.67,0.36,0.61,0.52,0.81,0.72,0.05,0.05,0.86,0.95,0.02,0.83
75,OPEN,UNREG,0.22,0.45,0.58,0.11,0.73,0.03,0.95,1,0.48,0.47,0.75,0.7,0.48,0.33
76,OPEN,UNREG,0.42,0.67,0.22,0.05,0.56,0.78,0.53,0.06,0.86,0.17,1,0.56,0.03,0.7
77,OPEN,UNREG,0.33,0.42,0.45,0.28,0.86,0.05,0,0.44,0.55,0.19,0.64,0.89,0.31,0.02
78,OPEN,UNREG,0.14,0.56,0.61,0.88,0.33,0,0.22,0.03,0.42,0.41,0.69,0.72,0.59,0.36
79,OPEN,UNREG,0.44,0.14,0.73,0.66,0.42,0.55,0.17,0.2,0.64,0.27,0.89,1,1,0.92
80,OPEN,UNREG,0.27,0.61,0.44,0.7,0.22,0.11,0.97,0.59,0.47,0.2,0.52,0.92,0.8,0.13
81,OPEN,UNREG,0.39,0.27,0.14,0.94,0.45,0.83,0.56,0.83,0.19,0.13,0.95,0.58,0.83,0.75
82,OPEN,UNREG,0.17,0.8,0.59,0.91,0.02,0.63,0.98,0.3,0.7,0.91,0.58,0.83,0.39,0.19
83,OPEN,UNREG,0.2,0.17,1,0.84,0.48,0.3,0.52,0.11,0.83,0.66,0.08,0.69,0.27,0.86
84,OPEN,UNREG,0,0.59,0.2,0.75,0.03,0.88,0.28,0.88,0.44,0.67,0.44,0.73,0.44,0.45
85,OPEN,UNREG,0.41,0,0.17,0.63,0.31,0.47,0.42,0.78,0,0.94,0.3,0.8,0.14,0.78
86,OPEN,UNREG,0.38,0.75,0.91,0.41,0.19,0.27,0.06,0.84,0.91,0.84,0.73,0.34,0.88,1
87,OPEN,UNREG,0.25,0.38,0.84,0,0.23,0.81,0.36,0.64,0.63,0.55,0.97,0.14,0.66,0.44
88,OPEN,UNREG,0.16,0.91,0.25,0.2,0.47,0.09,0.67,0.05,0.23,0.75,0.78,0.41,0.7,0.89
89,OPEN,UNREG,0.09,0.16,0.38,0.17,0.08,0.69,0.88,0.34,0.27,0.64,0.63,0.02,0.94,0.28
90,OPEN,UNREG,0.06,0.7,0.88,0.39,0.36,0.8,0.59,0.92,0.78,0.14,0.13,0.45,0.09,0.69
91,OPEN,UNREG,0.3,0.06,0.66,0.27,0.11,0.02,0.66,0.47,0.94,0.22,0.39,0.33,0.16,0.39
92,OPEN,UNREG,0.34,0.88,0.3,0.44,0.05,0.59,0.23,0.23,0.08,0.03,0.19,0.47,0.25,0.91
93,OPEN,UNREG,0.13,0.34,0.06,0.14,0.28,0.36,0.09,0.33,0.34,0.39,0.17,0.23,0.38,0.47
